a,b,R2
0.680111,-0.118868,0.000000
0.682115,-0.118868,0.000000
0.684119,-0.118868,0.000000
0.686123,-0.118868,0.000000
0.688127,-0.118868,0.000000
0.690131,-0.118868,0.000000
0.692135,-0.118868,0.000000
0.694139,-0.118868,0.000000
0.696143,-0.118868,0.000000
0.698147,-0.118868,0.000000
0.700151,-0.118868,0.000000
0.702155,-0.118868,0.000000
0.704159,-0.118868,0.000000
0.706163,-0.118868,0.000000
0.708167,-0.118868,0.000000
0.710171,-0.118868,0.000000
0.712175,-0.118868,0.000000
0.714179,-0.118868,0.000000
0.716183,-0.118868,0.000000
0.718187,-0.118868,0.000000
0.720191,-0.118868,0.000000
0.722195,-0.118868,0.000000
0.724199,-0.118868,0.000000
0.726203,-0.118868,0.000000
0.728207,-0.118868,0.000000
0.730211,-0.118868,0.000000
0.732215,-0.118868,0.000000
0.734219,-0.118868,0.000000
0.736223,-0.118868,0.000000
0.738227,-0.118868,0.000000
0.740231,-0.118868,0.000000
0.742235,-0.118868,0.000000
0.744239,-0.118868,0.000000
0.746243,-0.118868,0.000000
0.748247,-0.118868,0.000000
0.750251,-0.118868,0.000000
0.752255,-0.118868,0.000000
0.754259,-0.118868,0.000000
0.756263,-0.118868,0.000000
0.758267,-0.118868,0.000000
0.760271,-0.118868,0.000000
0.762275,-0.118868,0.000000
0.764279,-0.118868,0.000000
0.766283,-0.118868,0.000000
0.768287,-0.118868,0.000000
0.770291,-0.118868,0.000000
0.772295,-0.118868,0.000000
0.774299,-0.118868,0.000000
0.776303,-0.118868,0.000000
0.778307,-0.118868,0.000000
0.780311,-0.118868,0.000000
0.782315,-0.118868,0.000000
0.784319,-0.118868,0.000000
0.786323,-0.118868,0.000000
0.788327,-0.118868,0.000000
0.790331,-0.118868,0.000000
0.792335,-0.118868,0.000000
0.794339,-0.118868,0.000000
0.796343,-0.118868,0.000000
0.798347,-0.118868,0.000000
0.800351,-0.118868,0.000000
0.802355,-0.118868,0.000000
0.804359,-0.118868,0.000000
0.806363,-0.118868,0.000000
0.808367,-0.118868,0.000000
0.810371,-0.118868,0.000000
0.812375,-0.118868,0.000000
0.814379,-0.118868,0.000000
0.816383,-0.118868,0.000000
0.818387,-0.118868,0.000000
0.820391,-0.118868,0.000000
0.822395,-0.118868,0.000000
0.824399,-0.118868,0.000000
0.826403,-0.118868,0.000000
0.828407,-0.118868,0.000000
0.830411,-0.118868,0.000000
0.832415,-0.118868,0.000000
0.834419,-0.118868,0.000000
0.836423,-0.118868,0.000000
0.838427,-0.118868,0.000000
0.840431,-0.118868,0.000000
0.842435,-0.118868,0.000000
0.844439,-0.118868,0.000000
0.846443,-0.118868,0.000000
0.848447,-0.118868,0.000000
0.850451,-0.118868,0.000000
0.852455,-0.118868,0.000000
0.854459,-0.118868,0.000000
0.856463,-0.118868,0.000000
0.858467,-0.118868,0.000000
0.860471,-0.118868,0.000000
0.862475,-0.118868,0.000000
0.864480,-0.118868,0.000000
0.866484,-0.118868,0.000000
0.868488,-0.118868,0.000000
0.870492,-0.118868,0.000000
0.872496,-0.118868,0.000000
0.874500,-0.118868,0.000000
0.876504,-0.118868,0.000000
0.878508,-0.118868,0.000000
0.880512,-0.118868,0.000000
0.882516,-0.118868,0.000000
0.884520,-0.118868,0.000000
0.886524,-0.118868,0.000000
0.888528,-0.118868,0.000000
0.890532,-0.118868,0.000000
0.892536,-0.118868,0.000000
0.894540,-0.118868,0.000000
0.896544,-0.118868,0.000000
0.898548,-0.118868,0.000000
0.900552,-0.118868,0.000000
0.902556,-0.118868,0.000000
0.904560,-0.118868,0.000000
0.906564,-0.118868,0.000000
0.908568,-0.118868,0.000000
0.910572,-0.118868,0.000000
0.912576,-0.118868,0.000000
0.914580,-0.118868,0.000000
0.916584,-0.118868,0.000000
0.918588,-0.118868,0.000000
0.920592,-0.118868,0.000000
0.922596,-0.118868,0.000000
0.924600,-0.118868,0.000000
0.926604,-0.118868,0.000000
0.928608,-0.118868,0.000000
0.930612,-0.118868,0.000000
0.932616,-0.118868,0.000000
0.934620,-0.118868,0.000000
0.936624,-0.118868,0.000000
0.938628,-0.118868,0.000000
0.940632,-0.118868,0.000000
0.942636,-0.118868,0.000000
0.944640,-0.118868,0.000000
0.946644,-0.118868,0.000000
0.948648,-0.118868,0.000000
0.950652,-0.118868,0.000000
0.952656,-0.118868,0.000000
0.954660,-0.118868,0.000000
0.956664,-0.118868,0.000000
0.958668,-0.118868,0.000000
0.960672,-0.118868,0.000000
0.962676,-0.118868,0.000000
0.964680,-0.118868,0.000000
0.966684,-0.118868,0.000000
0.968688,-0.118868,0.000000
0.970692,-0.118868,0.000000
0.972696,-0.118868,0.000000
0.974700,-0.118868,0.000000
0.976704,-0.118868,0.000000
0.978708,-0.118868,0.000000
0.980712,-0.118868,0.000000
0.982716,-0.118868,0.000000
0.984720,-0.118868,0.000000
0.986724,-0.118868,0.000000
0.988728,-0.118868,0.000000
0.990732,-0.118868,0.000000
0.992736,-0.118868,0.000000
0.994740,-0.118868,0.000000
0.996744,-0.118868,0.000000
0.998748,-0.118868,0.000000
1.000752,-0.118868,0.000000
1.002756,-0.118868,0.000000
1.004760,-0.118868,0.000000
1.006764,-0.118868,0.000000
1.008768,-0.118868,0.000000
1.010772,-0.118868,0.000000
1.012776,-0.118868,0.000000
1.014780,-0.118868,0.000000
1.016784,-0.118868,0.000000
1.018788,-0.118868,0.000000
1.020792,-0.118868,0.000000
1.022796,-0.118868,0.000000
1.024800,-0.118868,0.000000
1.026804,-0.118868,0.000000
1.028808,-0.118868,0.000000
1.030812,-0.118868,0.000000
1.032816,-0.118868,0.000000
1.034820,-0.118868,0.000000
1.036824,-0.118868,0.000000
1.038828,-0.118868,0.000000
1.040832,-0.118868,0.000000
1.042836,-0.118868,0.000000
1.044840,-0.118868,0.000000
1.046844,-0.118868,0.000000
1.048848,-0.118868,0.000000
1.050852,-0.118868,0.000000
1.052856,-0.118868,0.000000
1.054860,-0.118868,0.000000
1.056864,-0.118868,0.000000
1.058868,-0.118868,0.000000
1.060872,-0.118868,0.000000
1.062876,-0.118868,0.000000
1.064880,-0.118868,0.000000
1.066884,-0.118868,0.000000
1.068888,-0.118868,0.000000
1.070892,-0.118868,0.000000
1.072896,-0.118868,0.000000
1.074900,-0.118868,0.000000
1.076904,-0.118868,0.000000
1.078908,-0.118868,0.000000
1.080912,-0.118868,0.000000
1.082916,-0.118868,0.000000
1.084920,-0.118868,0.000000
1.086924,-0.118868,0.000000
1.088928,-0.118868,0.000000
1.090932,-0.118868,0.000000
1.092936,-0.118868,0.000000
1.094940,-0.118868,0.000000
1.096944,-0.118868,0.000000
1.098948,-0.118868,0.000000
1.100952,-0.118868,0.000000
1.102956,-0.118868,0.000000
1.104960,-0.118868,0.000000
1.106964,-0.118868,0.000000
1.108968,-0.118868,0.000000
1.110972,-0.118868,0.000000
1.112976,-0.118868,0.000000
1.114981,-0.118868,0.000000
1.116985,-0.118868,0.000000
1.118989,-0.118868,0.000000
1.120993,-0.118868,0.000000
