a,b,R2
0.159319,0.002004,-9.899729
0.162325,0.002004,-9.857016
0.165331,0.002004,-9.814404
0.168337,0.002004,-9.771892
0.171343,0.002004,-9.729481
0.174349,0.002004,-9.687170
0.177355,0.002004,-9.644960
0.180361,0.002004,-9.602850
0.183367,0.002004,-9.560841
0.186373,0.002004,-9.518932
0.189379,0.002004,-9.477123
0.192385,0.002004,-9.435415
0.195391,0.002004,-9.393807
0.198397,0.002004,-9.352300
0.201403,0.002004,-9.310893
0.204409,0.002004,-9.269587
0.207415,0.002004,-9.228381
0.210421,0.002004,-9.187276
0.213427,0.002004,-9.146271
0.216433,0.002004,-9.105367
0.219439,0.002004,-9.064562
0.222445,0.002004,-9.023859
0.225451,0.002004,-8.983256
0.228457,0.002004,-8.942753
0.231463,0.002004,-8.902351
0.234469,0.002004,-8.862049
0.237475,0.002004,-8.821848
0.240481,0.002004,-8.781747
0.243487,0.002004,-8.741746
0.246493,0.002004,-8.701846
0.249499,0.002004,-8.662047
0.252505,0.002004,-8.622348
0.255511,0.002004,-8.582749
0.258517,0.002004,-8.543251
0.261523,0.002004,-8.503853
0.264529,0.002004,-8.464556
0.267535,0.002004,-8.425359
0.270541,0.002004,-8.386263
0.273547,0.002004,-8.347267
0.276553,0.002004,-8.308371
0.279559,0.002004,-8.269576
0.282565,0.002004,-8.230882
0.285571,0.002004,-8.192287
0.288577,0.002004,-8.153794
0.291583,0.002004,-8.115401
0.294589,0.002004,-8.077108
0.297595,0.002004,-8.038915
0.300601,0.002004,-8.000824
0.303607,0.002004,-7.962832
0.306613,0.002004,-7.924941
0.309619,0.002004,-7.887151
0.312625,0.002004,-7.849461
0.315631,0.002004,-7.811871
0.318637,0.002004,-7.774382
0.321643,0.002004,-7.736993
0.324649,0.002004,-7.699705
0.327655,0.002004,-7.662517
0.330661,0.002004,-7.625429
0.333667,0.002004,-7.588443
0.336673,0.002004,-7.551556
0.339679,0.002004,-7.514770
0.342685,0.002004,-7.478084
0.345691,0.002004,-7.441499
0.348697,0.002004,-7.405015
0.351703,0.002004,-7.368630
0.354709,0.002004,-7.332347
0.357715,0.002004,-7.296163
0.360721,0.002004,-7.260080
0.363727,0.002004,-7.224098
0.366733,0.002004,-7.188216
0.369739,0.002004,-7.152434
0.372745,0.002004,-7.116753
0.375752,0.002004,-7.081173
0.378758,0.002004,-7.045693
0.381764,0.002004,-7.010313
0.384770,0.002004,-6.975034
0.387776,0.002004,-6.939855
0.390782,0.002004,-6.904776
0.393788,0.002004,-6.869798
0.396794,0.002004,-6.834921
0.399800,0.002004,-6.800144
0.402806,0.002004,-6.765467
0.405812,0.002004,-6.730891
0.408818,0.002004,-6.696416
0.411824,0.002004,-6.662040
0.414830,0.002004,-6.627766
0.417836,0.002004,-6.593591
0.420842,0.002004,-6.559517
0.423848,0.002004,-6.525544
0.426854,0.002004,-6.491671
0.429860,0.002004,-6.457898
0.432866,0.002004,-6.424226
0.435872,0.002004,-6.390655
0.438878,0.002004,-6.357183
0.441884,0.002004,-6.323813
0.444890,0.002004,-6.290542
0.447896,0.002004,-6.257373
0.450902,0.002004,-6.224303
0.453908,0.002004,-6.191334
0.456914,0.002004,-6.158466
0.459920,0.002004,-6.125698
0.462926,0.002004,-6.093030
0.465932,0.002004,-6.060463
0.468938,0.002004,-6.027996
0.471944,0.002004,-5.995630
0.474950,0.002004,-5.963364
0.477956,0.002004,-5.931199
0.480962,0.002004,-5.899134
0.483968,0.002004,-5.867170
0.486974,0.002004,-5.835306
0.489980,0.002004,-5.803542
0.492986,0.002004,-5.771879
0.495992,0.002004,-5.740317
0.498998,0.002004,-5.708855
0.502004,0.002004,-5.677493
0.505010,0.002004,-5.646232
0.508016,0.002004,-5.615071
0.511022,0.002004,-5.584010
0.514028,0.002004,-5.553050
0.517034,0.002004,-5.522191
0.520040,0.002004,-5.491432
0.523046,0.002004,-5.460773
0.526052,0.002004,-5.430215
0.529058,0.002004,-5.399758
0.532064,0.002004,-5.369400
0.535070,0.002004,-5.339144
0.538076,0.002004,-5.308987
0.541082,0.002004,-5.278931
0.544088,0.002004,-5.248976
0.547094,0.002004,-5.219121
0.550100,0.002004,-5.189366
0.553106,0.002004,-5.159712
0.556112,0.002004,-5.130159
0.559118,0.002004,-5.100706
0.562124,0.002004,-5.071353
0.565130,0.002004,-5.042101
0.568136,0.002004,-5.012949
0.571142,0.002004,-4.983897
0.574148,0.002004,-4.954947
0.577154,0.002004,-4.926096
0.580160,0.002004,-4.897346
0.583166,0.002004,-4.868696
0.586172,0.002004,-4.840147
0.589178,0.002004,-4.811699
0.592184,0.002004,-4.783350
0.595190,0.002004,-4.755103
0.598196,0.002004,-4.726955
0.601202,0.002004,-4.698908
0.604208,0.002004,-4.670962
0.607214,0.002004,-4.643116
0.610220,0.002004,-4.615371
0.613226,0.002004,-4.587726
0.616232,0.002004,-4.560181
0.619238,0.002004,-4.532737
0.622244,0.002004,-4.505393
0.625251,0.002004,-4.478150
0.628257,0.002004,-4.451007
0.631263,0.002004,-4.423965
0.634269,0.002004,-4.397023
0.637275,0.002004,-4.370181
0.640281,0.002004,-4.343440
0.643287,0.002004,-4.316800
0.646293,0.002004,-4.290260
0.649299,0.002004,-4.263820
0.652305,0.002004,-4.237481
0.655311,0.002004,-4.211242
0.658317,0.002004,-4.185104
0.661323,0.002004,-4.159066
0.664329,0.002004,-4.133128
0.667335,0.002004,-4.107291
0.670341,0.002004,-4.081555
0.673347,0.002004,-4.055919
0.676353,0.002004,-4.030383
0.679359,0.002004,-4.004948
0.682365,0.002004,-3.979613
0.685371,0.002004,-3.954379
0.688377,0.002004,-3.929245
0.691383,0.002004,-3.904212
0.694389,0.002004,-3.879279
0.697395,0.002004,-3.854446
0.700401,0.002004,-3.829714
0.703407,0.002004,-3.805083
0.706413,0.002004,-3.780552
0.709419,0.002004,-3.756121
0.712425,0.002004,-3.731791
0.715431,0.002004,-3.707561
0.718437,0.002004,-3.683432
0.721443,0.002004,-3.659403
0.724449,0.002004,-3.635475
0.727455,0.002004,-3.611647
0.730461,0.002004,-3.587919
0.733467,0.002004,-3.564292
0.736473,0.002004,-3.540765
0.739479,0.002004,-3.517339
0.742485,0.002004,-3.494014
0.745491,0.002004,-3.470788
0.748497,0.002004,-3.447664
0.751503,0.002004,-3.424639
0.754509,0.002004,-3.401715
0.757515,0.002004,-3.378892
0.760521,0.002004,-3.356169
0.763527,0.002004,-3.333546
0.766533,0.002004,-3.311024
0.769539,0.002004,-3.288603
0.772545,0.002004,-3.266281
0.775551,0.002004,-3.244061
0.778557,0.002004,-3.221940
0.781563,0.002004,-3.199920
0.784569,0.002004,-3.178001
0.787575,0.002004,-3.156182
0.790581,0.002004,-3.134464
0.793587,0.002004,-3.112845
0.796593,0.002004,-3.091328
0.799599,0.002004,-3.069911
0.802605,0.002004,-3.048594
0.805611,0.002004,-3.027378
0.808617,0.002004,-3.006262
0.811623,0.002004,-2.985247
0.814629,0.002004,-2.964332
0.817635,0.002004,-2.943517
0.820641,0.002004,-2.922803
0.823647,0.002004,-2.902190
0.826653,0.002004,-2.881677
0.829659,0.002004,-2.861264
0.832665,0.002004,-2.840952
0.835671,0.002004,-2.820740
0.838677,0.002004,-2.800629
0.841683,0.002004,-2.780618
0.844689,0.002004,-2.760707
0.847695,0.002004,-2.740897
0.850701,0.002004,-2.721188
0.853707,0.002004,-2.701579
0.856713,0.002004,-2.682070
0.859719,0.002004,-2.662662
0.862725,0.002004,-2.643354
0.865731,0.002004,-2.624147
0.868737,0.002004,-2.605040
0.871743,0.002004,-2.586034
0.874749,0.002004,-2.567128
0.877756,0.002004,-2.548323
0.880762,0.002004,-2.529618
0.883768,0.002004,-2.511013
0.886774,0.002004,-2.492509
0.889780,0.002004,-2.474105
