Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 554",6.336717145381e-01,2.575009633765e-03,-2.187490237997e-04,2.793758657565e-03,-1.506253840682e-03
"                 555",6.336994819297e-01,2.561704281267e-03,-2.135163632603e-04,2.775220644527e-03,-1.494368503894e-03
"                 556",6.337265948771e-01,2.555413908901e-03,-2.079952114392e-04,2.763409120340e-03,-1.485702165890e-03
"                 557",6.337544249555e-01,2.538402119577e-03,-2.006825250250e-04,2.739084644602e-03,-1.469883584814e-03
"                 558",6.337835866496e-01,2.532582216173e-03,-1.963502299174e-04,2.728932446090e-03,-1.462641338004e-03
"                 559",6.338207202823e-01,2.522435786528e-03,-1.927432762724e-04,2.715179062801e-03,-1.453961169536e-03
"                 560",6.338625516155e-01,2.525279055764e-03,-1.925380064206e-04,2.717817062184e-03,-1.455177534303e-03
"                 561",6.339131371463e-01,2.519381451068e-03,-1.908516178121e-04,2.710233068880e-03,-1.450542343346e-03
"                 562",6.339647786150e-01,2.528193537846e-03,-1.942269183940e-04,2.722420456240e-03,-1.458323687317e-03
"                 563",6.340295338590e-01,2.525104428220e-03,-1.937956853369e-04,2.718900113557e-03,-1.456347899447e-03
"                 564",6.340835459713e-01,2.540813657606e-03,-2.003760936013e-04,2.741189751207e-03,-1.470782922404e-03
"                 565",6.341512467528e-01,2.536433712013e-03,-1.986909759994e-04,2.735124688012e-03,-1.466907832006e-03
"                 566",6.342038767313e-01,2.550775290154e-03,-2.061855075172e-04,2.756960797671e-03,-1.481573152594e-03
"                 567",6.342609246028e-01,2.548041731071e-03,-2.049109667077e-04,2.752952697779e-03,-1.478931832243e-03
"                 568",6.343020982881e-01,2.557918683901e-03,-2.097565711718e-04,2.767675255073e-03,-1.488715913122e-03
"                 569",6.343515864502e-01,2.546986380472e-03,-2.039971494561e-04,2.750983529928e-03,-1.477490339692e-03
"                 570",6.343865689707e-01,2.544141115369e-03,-2.011137738350e-04,2.745254889204e-03,-1.473184331520e-03
"                 571",6.344166253313e-01,2.533063821029e-03,-1.976651571066e-04,2.730728978135e-03,-1.464197067621e-03
"                 572",6.344452118082e-01,2.525222381036e-03,-1.911004269437e-04,2.716322807980e-03,-1.453711617462e-03
"                 573",6.344704655858e-01,2.507289397254e-03,-1.829832480318e-04,2.690272645286e-03,-1.436627946659e-03
"                 574",6.344864063737e-01,2.503145259593e-03,-1.802423143360e-04,2.683387573929e-03,-1.431814944133e-03
"                 575",6.345181628033e-01,2.483745439350e-03,-1.705758389476e-04,2.654321278297e-03,-1.412448558622e-03
"                 576",6.345395415732e-01,2.484311328584e-03,-1.702678056334e-04,2.654579134217e-03,-1.412423469925e-03
"                 577",6.345779761131e-01,2.475777151303e-03,-1.670873499114e-04,2.642864501214e-03,-1.404975925563e-03
"                 578",6.346195353874e-01,2.479562637168e-03,-1.684226884132e-04,2.647985325582e-03,-1.408204006997e-03
"                 579",6.346709118955e-01,2.475281939615e-03,-1.665118581162e-04,2.641793797732e-03,-1.404152827924e-03
"                 580",6.347230174051e-01,2.480887791352e-03,-1.681153059666e-04,2.649003097318e-03,-1.408559201642e-03
"                 581",6.347784023198e-01,2.485615278818e-03,-1.731118510802e-04,2.658727129898e-03,-1.415919490489e-03
"                 582",6.348417059437e-01,2.492782850925e-03,-1.741270341719e-04,2.666909885096e-03,-1.420518459634e-03
"                 583",6.348980993291e-01,2.492090787484e-03,-1.751353848186e-04,2.667226172303e-03,-1.421180778561e-03
"                 584",6.349454682046e-01,2.506283243257e-03,-1.821964721439e-04,2.688479715401e-03,-1.435338093772e-03
"                 585",6.349978786109e-01,2.501671666569e-03,-1.802470891517e-04,2.681918755721e-03,-1.431082922436e-03
"                 586",6.350409125524e-01,2.503277507989e-03,-1.799723330718e-04,2.683249841061e-03,-1.431611087066e-03
"                 587",6.350759228855e-01,2.498270214816e-03,-1.790728995190e-04,2.677343114335e-03,-1.428208006927e-03
"                 588",6.351031495847e-01,2.497741520383e-03,-1.772096214094e-04,2.674951141792e-03,-1.426080381601e-03
"                 589",6.351276660736e-01,2.483900993157e-03,-1.715281448741e-04,2.655429138031e-03,-1.413478641453e-03
"                 590",6.351466533164e-01,2.479350011052e-03,-1.671371851504e-04,2.646487196202e-03,-1.406812190676e-03
"                 591",6.351678122299e-01,2.462292740836e-03,-1.596355422529e-04,2.621928283089e-03,-1.390781912671e-03
"                 592",6.351837495026e-01,2.455480247164e-03,-1.548121864272e-04,2.610292433591e-03,-1.382552310009e-03
"                 593",6.352085685455e-01,2.437848733668e-03,-1.470608423127e-04,2.584909575980e-03,-1.365985209147e-03
"                 594",6.352356533079e-01,2.436169266456e-03,-1.450609977360e-04,2.581230264192e-03,-1.363145630964e-03
"                 595",6.352728831704e-01,2.425345966388e-03,-1.404068553386e-04,2.565752821727e-03,-1.353079838533e-03
"                 596",6.353048791641e-01,2.434491110818e-03,-1.451626493431e-04,2.579653760161e-03,-1.362408204752e-03
"                 597",6.353594878534e-01,2.428709505117e-03,-1.426703696098e-04,2.571379874727e-03,-1.357025122168e-03
"                 598",6.354049331205e-01,2.441972001016e-03,-1.489196041041e-04,2.590891605120e-03,-1.369905604612e-03
"                 599",6.354623762561e-01,2.442258454082e-03,-1.495618819661e-04,2.591820336048e-03,-1.370691109007e-03
"                 600",6.355089705285e-01,2.456487865129e-03,-1.565103500118e-04,2.612998215141e-03,-1.384754282576e-03
"                 601",6.355664382558e-01,2.455951527447e-03,-1.564004274328e-04,2.612351954880e-03,-1.384376191157e-03
"                 602",6.356181636954e-01,2.459890674536e-03,-1.572142259463e-04,2.617104900482e-03,-1.387159563214e-03
"                 603",6.356587441420e-01,2.459328317721e-03,-1.594186997543e-04,2.618747017475e-03,-1.389082858615e-03
"                 604",6.356986264677e-01,2.459915744007e-03,-1.571314885016e-04,2.617047232509e-03,-1.387089360505e-03
"                 605",6.357306394199e-01,2.448193926556e-03,-1.525194261743e-04,2.600713352730e-03,-1.376616389452e-03
"                 606",6.357511673042e-01,2.448725906223e-03,-1.524633943013e-04,2.601189300524e-03,-1.376826347413e-03
"                 607",6.357761974497e-01,2.430335743428e-03,-1.430782022432e-04,2.573413945671e-03,-1.358246073957e-03
"                 608",6.357899353765e-01,2.423690471870e-03,-1.381541932015e-04,2.561844665072e-03,-1.349999429137e-03
"                 609",6.358007758764e-01,2.410309715382e-03,-1.336521114553e-04,2.543961826837e-03,-1.338806969146e-03
"                 610",6.358220666189e-01,2.400345252159e-03,-1.259473738830e-04,2.526292626043e-03,-1.326119999963e-03
"                 611",6.358443493435e-01,2.383007302465e-03,-1.184602389772e-04,2.501467541442e-03,-1.309963890210e-03
"                 612",6.358667089929e-01,2.387757907848e-03,-1.209754024452e-04,2.508733310293e-03,-1.314854356369e-03
"                 613",6.359056160805e-01,2.379134630086e-03,-1.170430916357e-04,2.496177721722e-03,-1.306610406679e-03
"                 614",6.359437925972e-01,2.382492185007e-03,-1.178913804136e-04,2.500383565420e-03,-1.309137472917e-03
"                 615",6.359923872678e-01,2.382208770717e-03,-1.193782555989e-04,2.501587026316e-03,-1.310482640957e-03
"                 616",6.360382162212e-01,2.396200170283e-03,-1.251721192096e-04,2.521372289492e-03,-1.323272204351e-03
"                 617",6.360878709660e-01,2.399602021411e-03,-1.283071032980e-04,2.527909124709e-03,-1.328108114004e-03
"                 618",6.361377821429e-01,2.410470324714e-03,-1.324445054206e-04,2.542914830135e-03,-1.337679667778e-03
"                 619",6.361861673657e-01,2.412619808744e-03,-1.350933077388e-04,2.547713116482e-03,-1.341403212111e-03
"                 620",6.362253193137e-01,2.422870471351e-03,-1.387469880450e-04,2.561617459396e-03,-1.350182223721e-03
"                 621",6.362702281799e-01,2.409811076721e-03,-1.327003038628e-04,2.542511380584e-03,-1.337605842223e-03
"                 622",6.362926355565e-01,2.416725566535e-03,-1.367302616783e-04,2.553455828214e-03,-1.345093044946e-03
"                 623",6.363226364337e-01,2.404213350641e-03,-1.301724644988e-04,2.534385815140e-03,-1.332279139819e-03
"                 624",6.363385543601e-01,2.399664756632e-03,-1.268809738697e-04,2.526545730501e-03,-1.326713352185e-03
"                 625",6.363505859287e-01,2.385526794768e-03,-1.210062625218e-04,2.506533057290e-03,-1.313769659906e-03
"                 626",6.363645450997e-01,2.378352949612e-03,-1.156275934748e-04,2.493980543087e-03,-1.304804068281e-03
"                 627",6.363765365923e-01,2.360975891031e-03,-1.081201482775e-04,2.469096039309e-03,-1.288608093793e-03
"                 628",6.363867156369e-01,2.357454530461e-03,-1.046888657033e-04,2.462143396164e-03,-1.283416130934e-03
"                 629",6.364109431828e-01,2.342977788123e-03,-9.872323247515e-05,2.441701020598e-03,-1.270212126537e-03
"                 630",6.364351620780e-01,2.346421332710e-03,-9.983051663589e-05,2.446251849346e-03,-1.273041182991e-03
"                 631",6.364692613058e-01,2.339829484974e-03,-9.783096218190e-05,2.437660447156e-03,-1.267745704669e-03
"                 632",6.365045936805e-01,2.350431502823e-03,-1.018904589242e-04,2.452321961747e-03,-1.277106210336e-03
"                 633",6.365568775043e-01,2.344237413800e-03,-9.946085958889e-05,2.443698273389e-03,-1.271579566489e-03
"                 634",6.366015006744e-01,2.359388538826e-03,-1.076623903079e-04,2.467050929134e-03,-1.287356659721e-03
"                 635",6.366525067180e-01,2.360794519517e-03,-1.084653199020e-04,2.469259839419e-03,-1.288862579660e-03
"                 636",6.366917483804e-01,2.373787772920e-03,-1.147132813205e-04,2.488501054240e-03,-1.301607167780e-03
"                 637",6.367370404718e-01,2.371620185649e-03,-1.145013997442e-04,2.486121585394e-03,-1.300311492569e-03
"                 638",6.367717951740e-01,2.381283530872e-03,-1.189339155703e-04,2.500217446442e-03,-1.309575681006e-03
"                 639",6.368083525083e-01,2.374519631567e-03,-1.159406285340e-04,2.490460260101e-03,-1.303200444317e-03
"                 640",6.368348218190e-01,2.372314279136e-03,-1.135848790233e-04,2.485899158159e-03,-1.299742018591e-03
